ville_id,ville,lat,lon,,,,
564,SAINT GILDAS DES BOIS,47.51732,-2.03729,,,,
565,SAINT GILLES CROIX DE VIE,46.69778,-1.94453,,,,
566,SAINT GIRONS,42.98288,1.14609,,,,
567,SAINT GREGOIRE,48.15356,-1.68315,,,,
568,SAINT HERBLAIN,47.21034,-1.65144,,,,
569,SAINT HILAIRE DU HARCOUET,48.57709,-1.09203,,,,
570,SAINT JEAN DE MAURIENNE,45.2754,6.34489,,,,
571,SAINT JEAN DE MONTS,46.79346,-2.06179,,,,
572,SAINT LARY SOULAN,42.81584,0.32025,,,,
573,SAINT LEONARD DE NOBLAT,45.8367,1.48621,,,,
574,SAINT MAIXENT L ECOLE,46.41317,-0.20341,,,,
575,SAINT MALO,48.64934,-2.02567,,,,
576,SAINT MARTIN DE LANDELLES,48.54611,-1.17238,,,,
577,SAINT NAZAIRE,47.2735,-2.21385,,,,
578,SAINT OMER,50.75012,2.25221,,,,
579,SAINT ORENS DE GAMEVILLE,43.55188,1.53388,,,,
580,Saint Paul Trois Chateaux,44.34868,4.7683,,,,
581,SAINT POL DE LEON ROSCOFF,48.69474,-3.9882,,,,
582,SAINT POURÇAIN SUR SIOULE,46.3072,3.289,,,,
583,SAINT PRIES,45.69894,4.94707,,,,
584,SAINT PRIEST,45.69894,4.94707,,,,
585,SAINT QUENTIN,49.84707,3.2874,,,,
586,SAINT RAPHAEL,43.42519,6.76837,,,,
587,SAINT TRIVIER SUR MOIGNANS,46.07196,4.89787,,,,
588,SAINT VALERY EN CAUX,49.86058,0.70856,,,,
589,SAINT VINCENT D'AOSTE,45.75157,7.64208,,,,
590,SAINT WILLEBRORD,50.98533,2.12883,,,,
591,Saint-Paul-Trois-Châteaux,44.34868,4.7683,,,,
592,SAINTE FOY LA GRANDE,44.84181,0.21501,,,,
593,SAINTE GENEVIEVE DES BOIS,48.64084,2.32592,,,,
594,SAINTES,45.74418,-0.63339,,,,
595,SALIES DE BEARN,43.47056,-0.92485,,,,
596,SALLANCHES,45.93666,6.63056,,,,
597,Samatan,43.49213,0.93067,,,,
598,SAN REMO,43.8921,4.82021,,,,
599,SAN SEBASTIAN,43.31833,-1.98123,,,,
600,SANT GIRONS,42.98288,1.14609,,,,
601,SANTENAY,46.91283,4.69653,,,,
602,SARRAN,45.40817,1.93568,,,,
603,SARREBOURG,48.73266,7.05259,,,,
604,SARREBRUCK,49.24016,6.99693,,,,
605,SAUMUR,47.26014,-0.08089,,,,
606,SAUTERNES,44.53103,-0.34327,,,,
607,SAVINES LE LAC,44.52591,6.40498,,,,
608,SCEAUX,48.77802,2.29509,,,,
609,SCHUPFART,47.50869,7.95305,,,,
610,SCHVENINGEN,52.08626,4.29822,,,,
611,SEDAN,49.70349,4.93863,,,,
612,SEIGNOSSE LE PENON,43.70797,-1.4243,,,,
613,SEMNOZ,45.79722,6.10472,,,,
614,SEMUR EN AUXOIS,47.49024,4.33234,,,,
615,SENLIS,49.20516,2.58321,,,,
616,SENS,48.20065,3.28268,,,,
617,SEO DE URGEL,42.35758,1.45555,,,,
618,SERAING,50.58388,5.49963,,,,
619,SERRE CHEVALIER,44.9461,6.55928,,,,
620,SESTRIERE,44.95785,6.87909,,,,
621,SESTRIERES,44.95785,6.87909,,,,
622,SETE,43.40788,3.70082,,,,
623,SINT NIKLAAS,50.62924,5.53219,,,,
624,Sisteron,44.19471,5.94319,,,,
625,SOISSONS,49.37664,3.32342,,,,
626,SPA,50.4838,5.8667,,,,
627,SPA FRANCORCHAMPS,50.43691,5.97205,,,,
628,ST HERTOGENBOSCH,51.68333,5.3,,,,
629,ST.ETIENNE,45.4397,4.38718,,,,
630,ST.GAUDENS,43.1069,0.72376,,,,
631,ST.GERVAIS,45.89201,6.71219,,,,
632,ST.HILAIRE DU HARCOUET,48.57709,-1.09203,,,,
633,ST.JULIEN,46.14452,6.08134,,,,
634,ST.LARY-SOULAN,42.81584,0.32025,,,,
635,ST.MEEN LE GRAND,48.18981,-2.19299,,,,
636,ST.QUENTIN EN YVELINES,48.77006,2.02495,,,,
637,Station des Rousses,46.48434,6.06181,,,,
638,STRASBOURG,48.57341,7.75211,,,,
639,STRASBURG,48.57341,7.75211,,,,
640,STUTTGART,49.11909,9.71276,,,,
641,SUPER BESSE,45.50802,2.86152,,,,
642,SUPER LIORAN,45.08177,2.74895,,,,
643,SUPERBAGNERES,42.76879,0.57682,,,,
644,SUPERBESSE SANCY,45.52839,2.81393,,,,
645,TALLARD,44.46187,6.05533,,,,
646,TARASCON SUR ARIEGE,42.84852,1.60482,,,,
647,TARBES,43.23295,0.07808,,,,
648,THIONVILLE,49.35757,6.16843,,,,
649,THONON LES BAINS,46.37357,6.47764,,,,
650,THUIR,42.63243,2.75635,,,,
651,TIGNES,45.46832,6.90558,,,,
652,TOLOUSE,43.60465,1.44421,,,,
653,Tomblaine,48.68348,6.22131,,,,
654,Tonerre,47.85672,3.97353,,,,
655,TOULON,43.12423,5.928,,,,
656,TOULOUSE,43.60465,1.44421,,,,
657,TOURCOING,50.72499,3.16207,,,,
658,TOURLAVILLE,49.64351,-1.56945,,,,
659,TOURMALET,42.91489,0.18627,,,,
660,TOURNAI,50.60565,3.38793,,,,
661,Tournus,46.56182,4.91195,,,,
662,TOURS,47.39414,0.68484,,,,
663,TRESILLAC,45.19613,0.77911,,,,
664,TRETS,43.44691,5.68415,,,,
665,TROUVILLE,49.36629,0.08281,,,,
666,TROYES,48.29735,4.0744,,,,
667,TULLE,45.26565,1.7717,,,,
668,TURIN,45.07031,7.68686,,,,
669,VAISON LA ROMAINE,44.24097,5.0752,,,,
670,VAL D'ISERE,45.44803,6.98023,,,,
671,VAL LOURON,42.79097,0.38937,,,,
672,VAL THORENS,45.29795,6.5821,,,,
673,VALENCE,44.93339,4.89236,,,,
674,VALENCE D AGEN,44.10806,0.89024,,,,
675,VALENCIENNES,50.35711,3.51833,,,,
676,VALENTIGNEY,47.46142,6.83752,,,,
677,VALKENBURG,50.86523,5.83205,,,,
678,VALLOIRE,45.16529,6.42873,,,,
679,VALREAS,44.38372,4.98919,,,,
680,VALS LES BAINS,44.66515,4.36487,,,,
681,VANNES,47.65824,-2.76085,,,,
682,Vatan,47.07175,1.80868,,,,
683,Verbier,46.09608,7.22855,,,,
684,VERDUN,49.15988,5.38442,,,,
685,VERSAILLES,48.80141,2.13012,,,,
686,VERVIERS,50.58692,5.86086,,,,
687,VESOUL,47.61979,6.15428,,,,
688,VEUREY VOROIZE,45.27215,5.61281,,,,
689,VICHY,46.13186,3.42549,,,,
690,VILLARD DE LANS,45.07064,5.55227,,,,
691,VILLE D AVRAY,48.827,2.18869,,,,
692,VILLEFRANCHE EN BEAUJOLAIS,45.99147,4.71882,,,,
693,VILLENEUVE SUR LOT,44.40821,0.70726,,,,
694,VILLENEUVE-SUR-LOT,44.40821,0.70726,,,,
695,VILLERS SUR MER,49.32174,-0.00532,,,,
696,VILLERS-COTTERETS,49.25506,3.09082,,,,
697,VILLEURBANNE,45.77194,4.89017,,,,
698,VILLIE MORGON,46.16093,4.67933,,,,
699,VIRE,48.83778,-0.88848,,,,
700,VIRY CHATILLON,48.66622,2.3759,,,,
701,Visé,50.7333,5.7,,,,
702,VITORIA GASTEIZ,43.31319,-2.00663,,,,
703,VITRE,48.12475,-1.21543,,,,
704,VITTEL,48.20254,5.9435,,,,
705,VIZILLE,45.07732,5.77241,,,,
706,VOIRON,45.36271,5.59135,,,,
707,VOREPPE,45.29816,5.63752,,,,
708,VOUVRAY,47.41207,0.79925,,,,
709,Wanze,50.53448,5.2141,,,,
710,WAREGEM,50.88689,3.42317,,,,
711,WASQUEHAL,50.66928,3.13078,,,,
712,WATERLOO,48.05195,-4.04092,,,,
713,WIESBADEN,50.08896,8.24004,,,,
714,WOLUWE SAINT PIERRE,50.82998,4.4335,,,,
715,ZOLDER,50.81153,3.4186,,,,
716,ZURICH,48.88348,2.30245,,,,
