N,annee,etape,ville_depart,ville_arrivee,dep_lat,dep_lon,arr_lat,arr_lon,etape__distance,km_cum_dist,dep_adr,arr_adr,etape__vainqueur,etape__leader,vitesse,distance,partants,arrivants
1893,2001,13,FOIX,SAINT LARY SOULAN,42.96413,1.60523,42.81584,0.32025,166.5,384251.5,"09000 Foix, France","65170 Saint-Lary-Soulan, France",Lance Armstrong,Lance Armstrong,,,,
1894,2001,14,TARBES,LUZ ARDIDEN,43.23295,0.07808,42.87354,-0.00287,194,384445.5,"Tarbes, France","65120 Luz-Saint-Sauveur, France",Roberto Laiseka,Lance Armstrong,,,,
1895,2001,15,PAU,LAVAUR,43.29510,-0.37080,43.69919,1.82070,141.5,384587,"64000 Pau, France","81500 Lavaur, France",Rik Verbrugghe,Lance Armstrong,,,,
1896,2001,16,CASTELSARRASIN,SARRAN,44.03989,1.10713,45.40817,1.93568,232.5,384819.5,"82100 Castelsarrasin, France","19800 Sarran, France",Jens Voigt,Lance Armstrong,,,,
1897,2001,17,BRIVE LA GAILLARDE,MONTLUCON,45.15956,1.53394,46.34155,2.60199,229.5,385049,"19100 Brive-la-Gaillarde, France","03100 MontluÃ§on, France",Serge Baguet,Lance Armstrong,,,,
1898,2001,18,MONTLUCON,SAINT AMAND MONTROND,46.34155,2.60199,46.72549,2.50560,194,385243,"03100 MontluÃ§on, France","18200 Saint-Amand-Montrond, France",Lance Armstrong,Lance Armstrong,,,,
1899,2001,19,ORLEANS,EVRY,47.90296,1.90925,48.62983,2.44178,61,385304,"OrlÃ©ans, France","Ãvry, France",Erik Zabel,Lance Armstrong,,,,
1900,2001,20,CORBEIL ESSONNES,PARIS,48.61026,2.47481,48.85661,2.35222,149.5,385453.5,"91100 Corbeil-Essonnes, France","Paris, France",Jan Svorada,Lance Armstrong,,,,
1901,2002,0,Luxembourg,Luxembourg,48.84886,2.33542,48.84886,2.33542,144,385597.5,"6th arrondissement of Paris, 75006 Paris, France","6th arrondissement of Paris, 75006 Paris, France",Lance Armstrong,Lance Armstrong,39.92,3278,189,153
1902,2002,1,Luxembourg,Luxembourg,48.84886,2.33542,48.84886,2.33542,7,385604.5,"6th arrondissement of Paris, 75006 Paris, France","6th arrondissement of Paris, 75006 Paris, France",Rubens Bertogliati,Rubens Bertogliati,,,,
1903,2002,2,Luxembourg,SARREBRUCK,48.84886,2.33542,49.24016,6.99693,192.5,385797,"6th arrondissement of Paris, 75006 Paris, France","SaarbrÃỳcken, Germany",Oscar Freire,Rubens Bertogliati,,,,
1904,2002,3,METZ,REIMS,49.11931,6.17572,49.25833,4.03170,181,385978,"Metz, France","Reims, France",Robert Mcewen,Erik Zabel,,,,
1905,2002,4,EPERNAY,CHATEAU THIERRY,49.04341,3.95624,49.04599,3.40262,174.5,386152.5,"Ãpernay, France","02400 ChÃḃteau-Thierry, France",ONCE,Galean Igor Gonzalez,,,,
1906,2002,5,SOISSONS,ROUEN,49.37664,3.32342,49.44323,1.09997,67.5,386220,"02200 Soissons, France","Rouen, France",Jann Kirsipuu,Galean Igor Gonzalez,,,,
1907,2002,6,FORGES LES EAUX,ALENCON,49.61331,1.54589,48.43286,0.09127,195,386415,"76440 Forges-les-Eaux, France","AlenÃ§on, France",Erik Zabel,Galean Igor Gonzalez,,,,
1908,2002,7,BAGNOLES DE L ORNE,AVRANCHES,48.55840,-0.41509,48.68684,-1.36166,199.5,386614.5,"Bagnoles-de-l'Orne, France","50300 Avranches, France",Bradley Mcgee,Galean Igor Gonzalez,,,,
1909,2002,8,SAINT MARTIN DE LANDELLES,PLOUAY,48.54611,-1.17238,47.91514,-3.33457,176,386790.5,"50730 Saint-Martin-de-Landelles, France","56240 Plouay, France",Karsten Kroon,Galean Igor Gonzalez,,,,
1910,2002,9,LANESTER,LORIENT,47.76349,-3.34735,47.74825,-3.37024,217.5,387008,"56600 Lanester, France","56100 Lorient, France",Santiago Botero,Galean Igor Gonzalez,,,,
1911,2002,10,BAZAS,PAU,44.43062,-0.21146,43.29510,-0.37080,52,387060,"33430 Bazas, France","64000 Pau, France",Patrice Halgand,Galean Igor Gonzalez,,,,
1912,2002,11,PAU,LA MONGIE,43.29510,-0.37080,42.91025,0.18281,147,387207,"64000 Pau, France","La Mongie, 65200 BagnÃẀres-de-Bigorre, France",Lance Armstrong,Lance Armstrong,,,,
1913,2002,12,LANNEMEZAN,PLATEAU DE BEILLE,43.12552,0.38396,42.72472,1.69118,158,387365,"65300 Lannemezan, France","Plateau de Beille, 09310 Les Cabannes, France",Lance Armstrong,Lance Armstrong,,,,
1914,2002,13,LAVELANET,BEZIERS,42.93765,1.85147,43.34423,3.21580,198,387563,"09300 Lavelanet, France","34500 BÃ©ziers, France",David Millar,Lance Armstrong,,,,
1915,2002,14,LODEVE,MONT VENTOUX,43.73366,3.31398,44.17409,5.27868,171,387734,"34700 LodÃẀve, France","Mt Ventoux, 84390 Brantes, France",Richard Virenque,Lance Armstrong,,,,
1916,2002,15,VAISON LA ROMAINE,LES DEUX ALPES,44.24097,5.07520,45.01763,6.12487,221,387955,"84110 Vaison-la-Romaine, France","Les Deux Alpes, 38860 Mont-de-Lans, France",Santiago Botero,Lance Armstrong,,,,
1917,2002,16,LES DEUX ALPES,LA PLAGNE,45.01763,6.12487,45.50824,6.67655,226.5,388181.5,"Les Deux Alpes, 38860 Mont-de-Lans, France","La Plagne, 73210 MÃḃcot-la-Plagne, France",Michael Boogerd,Lance Armstrong,,,,
1918,2002,17,AIME,CLUSES,45.55598,6.65213,46.06039,6.58058,179.5,388361,"73210 Aime, France","74300 Cluses, France",Dario Frigo,Lance Armstrong,,,,
1919,2002,18,CLUSES,BOURG EN BRESSE,46.06039,6.58058,46.20517,5.22550,142,388503,"74300 Cluses, France","01000 Bourg-en-Bresse, France",Thor Hushovd,Lance Armstrong,,,,
1920,2002,19,REGNIE DURETTE,MACON,46.13680,4.64105,46.30688,4.82873,176.5,388679.5,"69430 RÃ©gniÃ©-Durette, France","71000 MÃḃcon, France",Lance Armstrong,Lance Armstrong,,,,
1921,2002,20,MELUN,PARIS,48.54211,2.65540,48.85661,2.35222,50,388729.5,"77000 Melun, France","Paris, France",Robert Mcewen,Lance Armstrong,,,,
1922,2003,0,PARIS,PARIS,48.85661,2.35222,48.85661,2.35222,152,388881.5,"Paris, France","Paris, France",Bradley Mcgee,Bradley Mcgee,40.94,3427,188,147
1923,2003,1,SAINT DENIS,MONTGERON,48.93618,2.35744,48.70386,2.46045,65,388946.5,"Saint-Denis, France","91230 Montgeron, France",Alessandro Petacchi,Bradley Mcgee,,,,
1924,2003,2,LA FERTE SOUS JOUARRE,SEDAN,48.95051,3.13006,49.70349,4.93863,168,389114.5,"77260 La FertÃ©-sous-Jouarre, France","08200 Sedan, France",Baden Cooke,Bradley Mcgee,,,,
1925,2003,3,CHARLEVILLE-MEZIERS,SAINT DIZIER,49.76209,4.72610,48.63769,4.94742,204.5,389319,"08000 Charleville-MÃ©ziÃẀres, France","52100 Saint-Dizier, France",Alessandro Petacchi,Jean Patri Nazon,,,,
1926,2003,4,JOINVILLE,SAINT DIZIER,48.44348,5.13769,48.63769,4.94742,167.5,389486.5,"52300 Joinville, France","52100 Saint-Dizier, France",US POSTAL SERVICE,Victor Hug P,,,,
1927,2003,5,TROYES,NEVERS,48.29735,4.07440,46.99090,3.16285,69,389555.5,"10000 Troyes, France","58000 Nevers, France",Alessandro Petacchi,Victor Hug P,,,,
1928,2003,6,NEVERS,LYON,46.99090,3.16285,45.76404,4.83566,196.5,389752,"58000 Nevers, France","Lyon, France",Alessandro Petacchi,Victor Hug p,,,,
1929,2003,7,LYON,MORZINE,45.76404,4.83566,46.17919,6.70888,230,389982,"Lyon, France","74110 Morzine, France",Richard Virenque,Richard Virenque,,,,
1930,2003,8,SALLANCHES,Alpe d'Huez,45.93666,6.63056,45.09091,6.06477,230.5,390212.5,"74700 Sallanches, France","51 Route de la Poste, 38750 Alpe d'Huez, France",Iban Mayo,Lance Armstrong,,,,
1931,2003,9,BOURG D'OISANS,GAP,45.05195,6.03006,44.55964,6.07976,219,390431.5,"38520 Le Bourg-d'Oisans, France","05000 Gap, France",Alexandre Vinokourov,Lance Armstrong,,,,
1932,2003,10,GAP,MARSEILLE,44.55964,6.07976,43.29648,5.36978,184.5,390616,"05000 Gap, France","Marseille, France",Jakob Piil Storm,Lance Armstrong,,,,
1933,2003,11,NARBONNE,TOULOUSE,43.18428,3.00308,43.60465,1.44421,219.5,390835.5,"11100 Narbonne, France","Toulouse, France",Giannoni Juan Anton Flecha,Lance Armstrong,,,,
1934,2003,12,GAILLAC,CAP DECOUVERTE,43.90182,1.89651,44.02003,2.14293,153.5,390989,"81600 Gaillac, France","Cap'DÃ©couverte, Cap DÃ©couverte, 81450 Le Garric, France",Jan Ullrich,Lance Armstrong,,,,
1935,2003,13,TOLOUSE,PLATEAU DE BONASCRE,43.60465,1.44421,42.70206,1.81489,47,391036,"Toulouse, France","Plateau de Bonascre, 09110 Ax-les-Thermes, France",Carlos Sastre,Lance Armstrong,,,,
1936,2003,14,SAINT GIRONS,LOUDENVIELLE,42.98288,1.14609,42.79570,0.41274,197.5,391233.5,"09200 Saint-Girons, France","65510 Loudenvielle, France",Gilberto Simoni,Lance Armstrong,,,,
1937,2003,15,BAGNERES DE BIGORRE,LUZ ARDIDEN,43.06509,0.14910,42.87354,-0.00287,191.5,391425,"65200 BagnÃẀres-de-Bigorre, France","65120 Luz-Saint-Sauveur, France",Lance Armstrong,Lance Armstrong,,,,
1938,2003,16,PAU,BAYONNE,43.29510,-0.37080,43.49295,-1.47484,159.5,391584.5,"64000 Pau, France","Bayonne, France",Tyler Hamilton,Lance Armstrong,,,,
1939,2003,17,DAX,BORDEAUX,43.70861,-1.05195,44.83779,-0.57918,197.5,391782,"40100 Dax, France","Bordeaux, France",Servais Knaven,Lance Armstrong,,,,
1940,2003,18,BORDEAUX,SAINT MAIXENT L ECOLE,44.83779,-0.57918,46.41317,-0.20341,181,391963,"Bordeaux, France","79400 Saint-Maixent-l'Ãcole, France",Pablo Lastras,Lance Armstrong,,,,
1941,2003,19,PORNIC,NANTES,47.11549,-2.10444,47.21837,-1.55362,203.5,392166.5,"44210 Pornic, France","Nantes, France",David Millar,Lance Armstrong,,,,
1942,2003,20,VILLE D AVRAY,PARIS,48.82700,2.18869,48.85661,2.35222,49,392215.5,"92410 Ville-d'Avray, France","Paris, France",Jean Patri Nazon,Lance Armstrong,,,,
1943,2004,0,LIEGE,LIEGE,50.63256,5.57967,50.63256,5.57967,163,392378.5,"LiÃẀge, Belgium","LiÃẀge, Belgium",Fabian Cancellara,Fabian Cancellara,40.553,3391,188,147
1944,2004,1,LIEGE,CHARLEROI,50.63256,5.57967,50.41081,4.44464,6.1,392384.6,"LiÃẀge, Belgium","Charleroi, Belgium",Jann Kirsipuu,Fabian Cancellara,,,,
1945,2004,2,CHARLEROI,NAMUR,50.41081,4.44464,50.46739,4.87199,202.5,392587.1,"Charleroi, Belgium","Namur, Belgium",Robert Mcewen,Thor Hushovd,,,,
1946,2004,3,WATERLOO,WASQUEHAL,48.05195,-4.04092,50.66928,3.13078,197,392784.1,"Waterloo, 29510 Briec, France","Wasquehal, France",Jean Patri Nazon,Robert Mcewen,,,,
1947,2004,4,CAMBRAI,ARRAS,50.17354,3.23663,50.29100,2.77754,210,392994.1,"Cambrai, France","Arras, France",US POSTAL SERVICE,Lance Armstrong,,,,
1948,2004,5,AMIENS,CHARTRES,49.89407,2.29575,48.44385,1.48901,64.5,393058.6,"Amiens, France","28000 Chartres, France",Stuart O Grady,Thomas Voeckler,,,,
1949,2004,6,Bonneval,ANGERS,48.18145,1.38529,47.47842,-0.56317,200.5,393259.1,"28800 Bonneval, France","Angers, France",Tom Boonen,Thomas Voeckler,,,,
1950,2004,7,CHATEAUBRIANT,SAINT BRIEUC,47.72095,-1.37622,48.51418,-2.76584,196,393455.1,"44110 ChÃḃteaubriant, France","22000 Saint-Brieuc, France",Filippo Pozzato,Thomas Voeckler,,,,
1951,2004,8,LAMBALLE,QUIMPER,48.46864,-2.51732,47.99754,-4.09790,204.5,393659.6,"22400 Lamballe, France","29000 Quimper, France",Thor Hushovd,Thomas Voeckler,,,,
1952,2004,9,SAINT LEONARD DE NOBLAT,GUERET,45.83670,1.48621,46.16960,1.87145,168,393827.6,"87400 Saint-LÃ©onard-de-Noblat, France","23000 GuÃ©ret, France",Robert Mcewen,Thomas Voeckler,,,,
1953,2004,10,LIMOGES,SAINT FLOUR,45.83362,1.26111,45.03303,3.09486,160.5,393988.1,"Limoges, France","15100 Saint-Flour, France",Richard Virenque,Thomas Voeckler,,,,
1954,2004,11,SAINT FLOUR,FIGEAC,45.03303,3.09486,44.60829,2.03287,237,394225.1,"15100 Saint-Flour, France","46100 Figeac, France",David Moncoutie,Thomas Voeckler,,,,
1955,2004,12,CASTELSARRASIN,LA MONGIE,44.03989,1.10713,42.91025,0.18281,164,394389.1,"82100 Castelsarrasin, France","La Mongie, 65200 BagnÃẀres-de-Bigorre, France",Ivan Basso,Thomas Voeckler,,,,
1956,2004,13,LENNEMEZAN,PLATEAU DE BEILLE,43.12552,0.38396,42.72472,1.69118,197.5,394586.6,"65300 Lannemezan, France","Plateau de Beille, 09310 Les Cabannes, France",Lance Armstrong,Thomas Voeckler,,,,
1957,2004,14,CARCASSONNE,NIMES,43.21216,2.35366,43.83670,4.36005,205.5,394792.1,"11000 Carcassonne, France","Nimes, France",Aitor Gonzalez,Thomas Voeckler,,,,
1958,2004,15,VALREAS,VILLARD DE LANS,44.38372,4.98919,45.07064,5.55227,192.5,394984.6,"84600 ValrÃ©as, France","38250 Villard-de-Lans, France",Lance Armstrong,Lance Armstrong,,,,
1959,2004,16,LE BOURG D'OISANS,Alpe d'Huez,45.05195,6.03006,45.09091,6.06477,180.5,395165.1,"38520 Le Bourg-d'Oisans, France","51 Route de la Poste, 38750 Alpe d'Huez, France",Lance Armstrong,Lance Armstrong,,,,
1960,2004,17,LE BOURG D'OISANS,LE GRAND BORNAND,45.05195,6.03006,45.94203,6.42670,155,395320.1,"38520 Le Bourg-d'Oisans, France","74450 Le Grand-Bornand, France",Lance Armstrong,Lance Armstrong,,,,
1961,2004,18,ANNEMASSE,LONS LE SAUNIER,46.19325,6.23416,46.67136,5.55080,204.5,395524.6,"74100 Annemasse, France","Lons-le-Saunier, France",Juan Migue Mercado,Lance Armstrong,,,,
1962,2004,19,BESANCON,BESANCON,47.23783,6.02405,47.23783,6.02405,166.5,395691.1,"25000 BesanÃ§on, France","25000 BesanÃ§on, France",Lance Armstrong,Lance Armstrong,,,,
1963,2004,20,Montereau Fault Yonne,PARIS,48.38473,2.95619,48.85661,2.35222,55,395746.1,"77130 Montereau, France","Paris, France",Tom Boonen,Lance Armstrong,,,,
1964,2005,1,FROMENTINE,NOIRMOUTIER EN L ILLE,46.88918,-2.14003,47.00114,-2.24711,19,395765.1,"Fromentine, 85550 La Barre-de-Monts, France","85330 Noirmoutier-en-l'Ãle, France",Dave Zabriskie,Dave Zabriskie,41.654,3593,189,155
1965,2005,2,CHALLANS,LES ESSARTS,46.84483,-1.88041,46.77414,-1.23052,181.5,395946.6,"85300 Challans, France","85140 Les Essarts, France",Tom Boonen,Dave Zabriskie,,,,
1966,2005,3,LA CHATAIGNERAIE,TOURS,46.64919,-0.73987,47.39414,0.68484,212.5,396159.1,"85120 La ChÃḃtaigneraie, France","Tours, France",Tom Boonen,Dave Zabriskie,,,,
1967,2005,4,TOURS,BLOIS,47.39414,0.68484,47.58609,1.33595,67.5,396226.6,"Tours, France","41000 Blois, France",DISCOVERY CHANNEL,Lance Armstrong,,,,
1968,2005,5,CHAMBORD,MONTARGIS,47.61613,1.51722,47.99729,2.73629,183,396409.6,"ChÃḃteau de Chambord, ChÃḃteau, 41250 Chambord, France","Montargis, France",Robert Mcewen,Lance Armstrong,,,,
1969,2005,6,TROYES,NANCY,48.29735,4.07440,48.69205,6.18442,199,396608.6,"10000 Troyes, France","Nancy, France",Lorenzo Bernucci,Lance Armstrong,,,,
1970,2005,7,LUNEVILLE,KARLSRUHE,48.59224,6.49234,49.00689,8.40365,228.5,396837.1,"54300 LunÃ©ville, France","Karlsruhe, Germany",Robert Mcewen,Lance Armstrong,,,,
1971,2005,8,PFORZHEIM,GERARDMER,48.89219,8.69463,48.07008,6.87729,231.5,397068.6,"Pforzheim, Germany","88400 GÃ©rardmer, France",Pieter Weening,Lance Armstrong,,,,
1972,2005,9,GERARDMER,MULHOUSE,48.07008,6.87729,47.75084,7.33589,171,397239.6,"88400 GÃ©rardmer, France","Mulhouse, France",Michael Rasmussen,Jens Voigt,,,,
1973,2005,10,GRENOBLE,COURCHEVEL,45.18853,5.72452,45.41466,6.63469,177,397416.6,"Grenoble, France","73120 Saint-Bon-Tarentaise, France",Alejandro Valverde,Lance Armstrong,,,,
1974,2005,11,COURCHEVEL,BRIANCON,45.41466,6.63469,44.89942,6.64318,173,397589.6,"73120 Saint-Bon-Tarentaise, France","05100 BrianÃ§on, France",Alexandre Vinokourov,Lance Armstrong,,,,
1975,2005,12,BRIANCON,DIGNE LES BAINS,44.89942,6.64318,44.09219,6.23598,187,397776.6,"05100 BrianÃ§on, France","Digne, France",David Moncoutie,Lance Armstrong,,,,
1976,2005,13,MIRAMAS,MONTPELLIER,43.58890,5.00214,43.61077,3.87672,0,397776.6,"Miramas, France","Montpellier, France",Robert Mcewen,Lance Armstrong,,,,
1977,2005,14,AGDE,AX 3 DOMAINES,43.30880,3.47681,42.69954,1.81252,220.5,397997.1,"34300 Agde, France","Boulevard de la Griole, 09110 Ax-les-Thermes, France",Georg Totschnig,Lance Armstrong,,,,
1978,2005,15,LEZAT SUR LEZE,SAINT LARY SOULAN,43.27627,1.34658,42.81584,0.32025,205.5,398202.6,"09210 LÃ©zat-sur-LÃẀze, France","65170 Saint-Lary-Soulan, France",George Hincapie,Lance Armstrong,,,,
1979,2005,16,MOURENX,PAU,43.36826,-0.62055,43.29510,-0.37080,180.5,398383.1,"64150 Mourenx, France","64000 Pau, France",Oscar Pereiro,Lance Armstrong,,,,
1980,2005,17,PAU,REVEL,43.29510,-0.37080,43.45861,2.00457,239.5,398622.6,"64000 Pau, France","Revel, France",Paolo Salvodelli,Lance Armstrong,,,,
1981,2005,18,ALBI,MENDE,43.92509,2.14864,44.51761,3.50187,189,398811.6,"81000 Albi, France","48000 Mende, France",Marcos Serrano,Lance Armstrong,,,,
1982,2005,19,ISSOIRE,LE PUY EN VELAY,45.54151,3.24813,45.04277,3.88294,153.5,398965.1,"63500 Issoire, France","43000 Le Puy, France",Giuseppe Guerini,Lance Armstrong,,,,
1983,2005,20,ST.ETIENNE,ST.ETIENNE,45.43970,4.38718,45.43970,4.38718,55,399020.1,"Saint-Ãtienne, France","Saint-Ãtienne, France",Lance Armstrong,Lance Armstrong,,,,
1984,2005,21,CORBEIL ESSONNES,PARIS,48.61026,2.47481,48.85661,2.35222,144,399164.1,"91100 Corbeil-Essonnes, France","Paris, France",Alexandre Vinokourov,Lance Armstrong,,,,
1985,2006,0,STRASBOURG,STRASBOURG,48.57341,7.75211,48.57341,7.75211,154.5,399318.6,"Strasbourg, France","Strasbourg, France",Thor Hushovd,Thor Hushovd,40.784,3657,176,139
1986,2006,1,STRASBOURG,STRASBOURG,48.57341,7.75211,48.57341,7.75211,7.1,399325.7,"Strasbourg, France","Strasbourg, France",Jimmy Casper,Tyler Hamilton,,,,
1987,2006,2,OBERNAI,ESCH SUR ALZETTE,48.46226,7.48168,49.50088,5.98609,184.5,399510.2,"67210 Obernai, France","Esch-sur-Alzette, Luxembourg",Robert Mcewen,Thor Hushovd,,,,
1988,2006,3,ESCH SUR ALZETTE,VALKENBURG,49.50088,5.98609,50.86523,5.83205,228.5,399738.7,"Esch-sur-Alzette, Luxembourg","6301 Valkenburg, Netherlands",Matthias Kessler,Tom Boonen,,,,
1989,2006,4,HUY,SAINT QUENTIN,50.51872,5.23967,49.84707,3.28740,216.5,399955.2,"Huy, Belgium","02100 Saint-Quentin, France",Robert Mcewen,Tom Boonen,,,,
1990,2006,5,BEAUVAIS,CAEN,49.42954,2.08071,49.18286,-0.37068,207,400162.2,"60000 Beauvais, France","14000 Caen, France",Oscar Freire,Tom Boonen,,,,
1991,2006,6,LISIEUX,VITRE,49.14592,0.22785,48.12475,-1.21543,225,400387.2,"14100 Lisieux, France","35500 VitrÃ©, France",Robert Mcewen,Tom Boonen,,,,
1992,2006,7,SAINT GREGOIRE,RENNES,48.15356,-1.68315,48.11727,-1.67779,189,400576.2,"35760 Saint-GrÃ©goire, France","Rennes, France",Serguei Gontchar,Serguei Gontchar,,,,
1993,2006,8,ST.MEEN LE GRAND,LORIENT,48.18981,-2.19299,47.74825,-3.37024,52,400628.2,"35290 Saint-MÃ©en-le-Grand, France","56100 Lorient, France",Sylvain Calzati,Serguei Gontchar,,,,
1994,2006,9,BORDEAUX,DAX,44.83779,-0.57918,43.70861,-1.05195,181,400809.2,"Bordeaux, France","40100 Dax, France",Oscar Freire,Serguei Gontchar,,,,
1995,2006,10,CAMBO LES BAINS,PAU,43.36056,-1.39991,43.29510,-0.37080,169.5,400978.7,"64250 Cambo-les-Bains, France","64000 Pau, France",Juan Migue Mercado,Cyril Dessel,,,,
1996,2006,11,TARBES,PLA DE BERET,43.23295,0.07808,45.34641,5.39382,190.5,401169.2,"Tarbes, France","Rue Joseph BÃ©ret, 38590 Sillans, France",Denis Menchov,Floyd Landis,,,,
1997,2006,12,LUCHON,CARCASSONNE,42.78896,0.59294,43.21216,2.35366,206.5,401375.7,"31110 BagnÃẀres-de-Luchon, France","11000 Carcassonne, France",Yaroslav Popovych,Floyd Landis,,,,
1998,2006,13,BEZIERS,MONTELIMAR,43.34423,3.21580,44.55694,4.74950,211.5,401587.2,"34500 BÃ©ziers, France","26200 MontÃ©limar, France",Jens Voigt,Oscar Pereiro,,,,
1999,2006,14,MONTELIMAR,GAP,44.55694,4.74950,44.55964,6.07976,231,401818.2,"26200 MontÃ©limar, France","05000 Gap, France",Pierrick Fedrigo,Oscar Pereiro,,,,
2000,2006,15,GAP,Alpe d'Huez,44.55964,6.07976,45.09091,6.06477,181,401999.2,"05000 Gap, France","51 Route de la Poste, 38750 Alpe d'Huez, France",Frank Schleck,Floyd Landis,,,,
2001,2006,16,LE BOURG D'OISANS,LA TOUSSUIRE,45.05195,6.03006,45.24327,6.30137,187,402186.2,"38520 Le Bourg-d'Oisans, France","73300 Fontcouverte-la-Toussuire, France",Michael Rasmussen,Oscar Pereiro,,,,
2002,2006,17,SAINT JEAN DE MAURIENNE,MORZINE,45.27540,6.34489,46.17919,6.70888,182,402368.2,"73300 Saint-Jean-de-Maurienne, France","74110 Morzine, France",Floyd Landis,Oscar Pereiro,,,,
2003,2006,18,MORZINE,MACON,46.17919,6.70888,46.30688,4.82873,200.5,402568.7,"74110 Morzine, France","71000 MÃḃcon, France",Matteo Tosatto,Oscar Pereiro,,,,
2004,2006,19,LE CREUSOT,MONTCEAU LES MINES,46.80535,4.42780,46.67413,4.36298,197,402765.7,"71200 Le Creusot, France","71300 Montceau-les-Mines, France",Serguei Gontchar,Floyd Landis,,,,
2005,2006,20,ANTONY,PARIS,48.75926,2.30255,48.85661,2.35222,57,402822.7,"Antony, France","Paris, France",Thor Hushovd,Floyd Landis,,,,
2006,2007,0,LONDRES,LONDRES,51.50986,-0.118092,51.50986,-0.118092,146,402968.7,"Londres, 30460 Colognac, France","Londres, 30460 Colognac, France",Fabian Cancellara,Fabian Cancellara,39.228,3570,189,141
2007,2007,1,LONDRES,CANTERBURY,51.50986,-0.118092,51.28023,1.07891,79,403047.7,"Londres, 30460 Colognac, France","Canterbury, UK",Robert Mcewen,Fabian Cancellara,,,,
2008,2007,2,DUNKERKE,GANTE,51.03437,2.37678,51.05434,3.71742,203,403250.7,"Dunkirk, France","Ghent, Belgium",Gert Steegmans,Fabian Cancellara,,,,
2009,2007,3,WAREGEM,COMPIEGNE,50.88689,3.42317,49.41782,2.82615,168.5,403419.2,"Waregem, Belgium","60200 CompiÃẀgne, France",Fabian Cancellara,Fabian Cancellara,,,,
2010,2007,4,VILLERS-COTTERETS,JOIGNY,49.25506,3.09082,47.98143,3.39896,236.8,403656,"02600 Villers-CotterÃẂts, France","89300 Joigny, France",Thor Hushovd,Fabian Cancellara,,,,
2011,2007,5,CHABLIS,AUTUN,47.81527,3.80045,46.95091,4.30157,193,403849,"89800 Chablis, France","71400 Autun, France",Filippo Pozzato,Fabian Cancellara,,,,
2012,2007,6,SEMUR EN AUXOIS,BOURG EN BRESSE,47.49024,4.33234,46.20517,5.22550,182.5,404031.5,"21140 Semur-en-Auxois, France","01000 Bourg-en-Bresse, France",Tom Boonen,Fabian Cancellara,,,,
2013,2007,7,BOURG EN BRESSE,LE GRAND BORNAND,46.20517,5.22550,45.94203,6.42670,199.5,404231,"01000 Bourg-en-Bresse, France","74450 Le Grand-Bornand, France",Linus Gerdemann,Linus Gerdemann,,,,
2014,2007,8,LE GRAND BORNAND,TIGNES,45.94203,6.42670,45.46832,6.90558,197.5,404428.5,"74450 Le Grand-Bornand, France","73320 Tignes, France",Michael Rasmussen,Michael Rasmussen,,,,
2015,2007,9,VAL D'ISERE,BRIANCON,45.44803,6.98023,44.89942,6.64318,165,404593.5,"73150 Val-d'IsÃẀre, France","05100 BrianÃ§on, France",Mauricio Soler,Michael Rasmussen,,,,
2016,2007,10,TALLARD,MARSEILLE,44.46187,6.05533,43.29648,5.36978,159.5,404753,"Tallard, France","Marseille, France",Cedric Vasseur,Michael Rasmussen,,,,
2017,2007,11,MARSEILLE,MONTPELLIER,43.29648,5.36978,43.61077,3.87672,229.5,404982.5,"Marseille, France","Montpellier, France",Robert Hunter,Michael Rasmussen,,,,
2018,2007,12,MONTPELLIER,CASTRES,43.61077,3.87672,43.60621,2.24130,182.5,405165,"Montpellier, France","81100 Castres, France",Tom Boonen,Michael Rasmussen,,,,
2019,2007,13,ALBI,ALBI,43.92509,2.14864,43.92509,2.14864,178.5,405343.5,"81000 Albi, France","81000 Albi, France",Alexandre Vinokourov,Michael Rasmussen,,,,
2020,2007,14,MAZAMET,PLATEAU DE BEILLE,43.49010,2.37658,42.72472,1.69118,54,405397.5,"Mazamet, France","Plateau de Beille, 09310 Les Cabannes, France",Alberto Contador,Michael Rasmussen,,,,
2021,2007,15,FOIX,LOUDENVIELLE,42.96413,1.60523,42.79570,0.41274,197,405594.5,"09000 Foix, France","65510 Loudenvielle, France",Alexandre Vinokourov,Michael Rasmussen,,,,
2022,2007,16,ORTHEZ,COL D AUBISQUE,43.48756,-0.77393,42.97657,-0.33967,196,405790.5,"64300 Orthez, France","Col d'Aubisque, 64440 BÃ©ost, France",Michael Rasmussen,Michael Rasmussen,,,,
